period,account_code,account_name,statement_section,amount
2024-02,1115,Allowance for Doubtful Accounts,Balance Sheet,-960.68
2024-02,1200,Inventory - Clinical Supplies,Balance Sheet,26075.32
2024-02,1210,Prepaid Insurance,Balance Sheet,827.55
2024-02,1215,Prepaid Rent,Balance Sheet,763.9
2024-02,1300,Dental Equipment - Gross,Balance Sheet,1505260.96
2024-02,1310,Leasehold Improvements - Gross,Balance Sheet,922579.3
2024-02,1320,Accumulated Depreciation,Balance Sheet,-1044468.97
2024-02,1325,ROU Asset - Operating Leases,Balance Sheet,347200.0
2024-02,2000,Accounts Payable - Trade,Balance Sheet,-70367.68
2024-02,2005,Accounts Payable - Labs,Balance Sheet,-36250.02
2024-02,2010,Accrued Payroll and Taxes,Balance Sheet,-17845.0
2024-02,2025,Accrued Other Expenses,Balance Sheet,-16472.3
2024-02,2035,Patient Prepayments,Balance Sheet,-6246.56
2024-02,2040,Deferred Revenue - Membership Plan,Balance Sheet,-9024.1
2024-02,2055,Line of Credit,Balance Sheet,-158522.55
2024-02,2060,Long-term Debt,Balance Sheet,-628429.75
2024-02,3000,Common Stock,Balance Sheet,-100000.0
2024-02,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-02,3010,Retained Earnings,Balance Sheet,-1075612.21
2024-02,3015,Owner Distributions,Balance Sheet,18509.32
2024-02,3045,Current Year Earnings,Balance Sheet,198119.72
2024-02,4000,Hygiene Preventive Revenue,Revenue,-88595.16
2024-02,4005,Hygiene Periodontal Revenue,Revenue,-40890.07
2024-02,4010,Periodic Exams Revenue,Revenue,-27260.05
2024-02,4015,New Patient Exams Revenue,Revenue,-20445.04
2024-02,4020,Restorative Fillings Revenue,Revenue,-54520.1
2024-02,4025,Crown and Bridge Revenue,Revenue,-68150.12
2024-02,4030,Endodontic Revenue,Revenue,-40890.07
2024-02,4035,Oral Surgery Revenue,Revenue,-40890.07
2024-02,4040,Invisalign Revenue,Revenue,-54520.1
2024-02,4045,Whitening Revenue,Revenue,-13630.02
2024-02,4050,Pediatric Dentistry Revenue,Revenue,-20445.04
2024-02,4055,Implant Placement Revenue,Revenue,-47705.08
2024-02,4060,Implant Restoration Revenue,Revenue,-27260.05
2024-02,4065,Prosthodontic Revenue,Revenue,-20445.04
2024-02,4070,Emergency Visit Revenue,Revenue,-17037.53
2024-02,4075,Radiography and Diagnostics Revenue,Revenue,-17037.53
2024-02,4080,Night Guard and Appliance Revenue,Revenue,-6815.01
2024-02,4085,Other Clinical Revenue,Revenue,-6815.01
2024-02,4090,Insurance Reimbursements True-up,Revenue,-10222.52
2024-02,4091,Dental Membership Plan Revenue,Revenue,-8178.01
2024-02,4092,Sedation Adjunct Revenue,Revenue,-6815.01
2024-02,4093,Cancellation and Late Fee Revenue,Revenue,-3407.51
2024-02,4094,Capitation Revenue,Revenue,-6815.01
2024-02,4095,Contractual Adjustments and Write-offs,Revenue,-47372.48
2024-02,4096,Lab Cost Reimbursements,Revenue,-5452.01
2024-02,5000,Dental Consumable Supplies,COGS,17628.86
2024-02,5005,Sterilization Supplies,COGS,8814.43
2024-02,5010,Anesthesia and Sedation Drugs,COGS,5876.29
2024-02,5015,Implant Components,COGS,11752.58
2024-02,5020,Endodontic Materials,COGS,5876.29
2024-02,5025,Oral Surgery Supplies,COGS,5876.29
2024-02,5030,Orthodontic Aligner Lab Fees,COGS,11752.58
2024-02,5035,Crown and Bridge Lab Fees,COGS,17628.86
2024-02,5040,Denture and Prosthetic Lab Fees,COGS,8814.43
2024-02,5045,Whitening Material Costs,COGS,2938.14
2024-02,5050,PPE and Infection Control,COGS,7345.36
2024-02,5055,Clinical Laundry and Linen,COGS,2938.14
2024-02,5060,Merchant Processing - Patient Payments,COGS,5876.29
2024-02,5065,Small Clinical Instruments,COGS,4407.22
2024-02,5070,Disposable Chairside Kits,COGS,4407.22
2024-02,5075,Temporary Crown Materials,COGS,2938.14
2024-02,5080,Nitrous Oxide and Gas Supplies,COGS,2938.14
2024-02,5085,Intraoral Scanner Tips,COGS,2938.14
2024-02,5090,Surgical Sutures and Dressings,COGS,2938.14
2024-02,5095,Lab Shipping and Handling,COGS,4407.22
2024-02,6000,Dentist Payroll,Operating Expense,67076.72
2024-02,6005,Dentist Payroll Taxes,Operating Expense,5589.73
2024-02,6010,Hygienist Payroll,Operating Expense,47512.68
2024-02,6015,Hygienist Payroll Taxes,Operating Expense,3912.81
2024-02,6020,Dental Assistant Payroll,Operating Expense,41922.95
2024-02,6025,Dental Assistant Payroll Taxes,Operating Expense,3353.84
2024-02,6030,Front Desk Payroll,Operating Expense,25153.77
2024-02,6035,Front Desk Payroll Taxes,Operating Expense,1956.4
2024-02,6040,Practice Manager Payroll,Operating Expense,13415.34
2024-02,6045,Practice Manager Payroll Taxes,Operating Expense,1117.95
2024-02,6050,Employee Benefits - Health,Operating Expense,12297.4
2024-02,6055,Employee Benefits - Retirement,Operating Expense,4471.78
2024-02,6060,Rent - Main Clinic,Operating Expense,27948.63
2024-02,6065,Rent - Satellite Operatories,Operating Expense,5589.73
2024-02,6070,Common Area Maintenance,Operating Expense,5030.75
2024-02,6075,Property Insurance,Operating Expense,2235.89
2024-02,6080,Utilities - Electric and Gas,Operating Expense,2794.86
2024-02,6085,Utilities - Water and Waste,Operating Expense,1117.95
2024-02,6090,Telephone and Internet,Operating Expense,1117.95
2024-02,6095,Software Subscriptions - PMS,Operating Expense,2794.86
2024-02,6100,Software Subscriptions - Imaging,Operating Expense,1676.92
2024-02,6105,IT Support and Cybersecurity,Operating Expense,2235.89
2024-02,6110,Marketing - Digital Ads,Operating Expense,5589.73
2024-02,6115,Marketing - Community Outreach,Operating Expense,1676.92
2024-02,6120,Professional Fees - Legal,Operating Expense,1117.95
2024-02,6125,Professional Fees - Accounting,Operating Expense,1397.43
2024-02,6130,Bank Charges and ACH Fees,Operating Expense,726.66
2024-02,6135,Office Supplies,Operating Expense,726.66
2024-02,6140,Repairs and Maintenance - Equipment,Operating Expense,2235.89
2024-02,6145,Repairs and Maintenance - Facility,Operating Expense,1956.4
2024-02,6150,Travel and Training,Operating Expense,1006.15
2024-02,6155,Licenses and Continuing Education,Operating Expense,1397.43
2024-02,6160,Insurance - Malpractice,Operating Expense,1956.4
2024-02,6165,Insurance - General Liability,Operating Expense,838.46
2024-02,6170,Janitorial Services,Operating Expense,1006.15
2024-02,6175,Waste Disposal - Biohazard,Operating Expense,838.46
2024-02,6180,Dues and Subscriptions,Operating Expense,558.97
2024-02,6185,Patient Financing Fees,Operating Expense,1397.43
2024-02,6190,Bad Debt Expense,Operating Expense,2794.86
2024-02,6195,Depreciation Expense,Operating Expense,8943.56
2024-02,6200,Amortization Expense,Operating Expense,838.46
2024-02,6205,Interest Expense,Operating Expense,1956.4
2024-02,6210,State Franchise and Local Taxes,Operating Expense,39631.91
2024-02,6215,Recruiting Expense,Operating Expense,782.56
2024-02,6220,Postage and Courier,Operating Expense,447.18
2024-02,6225,Security Monitoring,Operating Expense,558.97
2024-02,6230,Clinical Consulting Fees,Operating Expense,1006.15
2024-02,6235,Temporary Staffing,Operating Expense,2515.38
2024-02,6240,Software Implementation Costs,Operating Expense,670.77
2024-02,6245,Smallwares and Breakroom,Operating Expense,503.08
2024-03,1000,Operating Cash,Balance Sheet,385113.53
2024-03,1005,Payroll Cash,Balance Sheet,62692.9
2024-03,1100,Accounts Receivable - Insurance,Balance Sheet,24320.65
2024-03,1105,Accounts Receivable - Patient,Balance Sheet,11984.09
2024-03,1115,Allowance for Doubtful Accounts,Balance Sheet,-1057.42
2024-03,1200,Inventory - Clinical Supplies,Balance Sheet,29448.98
2024-03,1210,Prepaid Insurance,Balance Sheet,773.84
2024-03,1215,Prepaid Rent,Balance Sheet,714.31
2024-03,1300,Dental Equipment - Gross,Balance Sheet,1530501.31
2024-03,1310,Leasehold Improvements - Gross,Balance Sheet,938049.19
2024-03,1320,Accumulated Depreciation,Balance Sheet,-1049389.52
2024-03,1325,ROU Asset - Operating Leases,Balance Sheet,342000.0
2024-03,2000,Accounts Payable - Trade,Balance Sheet,-73125.21
2024-03,2005,Accounts Payable - Labs,Balance Sheet,-37670.56
2024-03,2010,Accrued Payroll and Taxes,Balance Sheet,-21049.19
2024-03,2025,Accrued Other Expenses,Balance Sheet,-19430.02
2024-03,2035,Patient Prepayments,Balance Sheet,-9110.77
2024-03,2040,Deferred Revenue - Membership Plan,Balance Sheet,-7249.56
2024-03,2055,Line of Credit,Balance Sheet,-158522.55
2024-03,2060,Long-term Debt,Balance Sheet,-619600.48
2024-03,3000,Common Stock,Balance Sheet,-100000.0
2024-03,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-03,3010,Retained Earnings,Balance Sheet,-1132715.64
2024-03,3015,Owner Distributions,Balance Sheet,23322.11
2024-03,3045,Current Year Earnings,Balance Sheet,314713.57
2024-03,4000,Hygiene Preventive Revenue,Revenue,-138615.49
2024-03,4005,Hygiene Periodontal Revenue,Revenue,-63976.38
2024-03,4010,Periodic Exams Revenue,Revenue,-42650.92
2024-03,4015,New Patient Exams Revenue,Revenue,-31988.19
2024-03,4020,Restorative Fillings Revenue,Revenue,-85301.84
2024-03,4025,Crown and Bridge Revenue,Revenue,-106627.3
2024-03,4030,Endodontic Revenue,Revenue,-63976.38
2024-03,4035,Oral Surgery Revenue,Revenue,-63976.38
2024-03,4040,Invisalign Revenue,Revenue,-85301.84
2024-03,4045,Whitening Revenue,Revenue,-21325.46
2024-03,4050,Pediatric Dentistry Revenue,Revenue,-31988.19
2024-03,4055,Implant Placement Revenue,Revenue,-74639.11
2024-03,4060,Implant Restoration Revenue,Revenue,-42650.92
2024-03,4065,Prosthodontic Revenue,Revenue,-31988.19
2024-03,4070,Emergency Visit Revenue,Revenue,-26656.83
2024-03,4075,Radiography and Diagnostics Revenue,Revenue,-26656.83
2024-03,4080,Night Guard and Appliance Revenue,Revenue,-10662.73
2024-03,4085,Other Clinical Revenue,Revenue,-10662.73
2024-03,4090,Insurance Reimbursements True-up,Revenue,-15994.1
2024-03,4091,Dental Membership Plan Revenue,Revenue,-12795.28
2024-03,4092,Sedation Adjunct Revenue,Revenue,-10662.73
2024-03,4093,Cancellation and Late Fee Revenue,Revenue,-5331.37
2024-03,4094,Capitation Revenue,Revenue,-10662.73
2024-03,4095,Contractual Adjustments and Write-offs,Revenue,-77117.75
2024-03,4096,Lab Cost Reimbursements,Revenue,-8530.18
2024-03,5000,Dental Consumable Supplies,COGS,28021.91
2024-03,5005,Sterilization Supplies,COGS,14010.95
2024-03,5010,Anesthesia and Sedation Drugs,COGS,9340.64
2024-03,5015,Implant Components,COGS,18681.27
2024-03,5020,Endodontic Materials,COGS,9340.64
2024-03,5025,Oral Surgery Supplies,COGS,9340.64
2024-03,5030,Orthodontic Aligner Lab Fees,COGS,18681.27
2024-03,5035,Crown and Bridge Lab Fees,COGS,28021.91
2024-03,5040,Denture and Prosthetic Lab Fees,COGS,14010.95
2024-03,5045,Whitening Material Costs,COGS,4670.32
2024-03,5050,PPE and Infection Control,COGS,11675.79
2024-03,5055,Clinical Laundry and Linen,COGS,4670.32
2024-03,5060,Merchant Processing - Patient Payments,COGS,9340.64
2024-03,5065,Small Clinical Instruments,COGS,7005.48
2024-03,5070,Disposable Chairside Kits,COGS,7005.48
2024-03,5075,Temporary Crown Materials,COGS,4670.32
2024-03,5080,Nitrous Oxide and Gas Supplies,COGS,4670.32
2024-03,5085,Intraoral Scanner Tips,COGS,4670.32
2024-03,5090,Surgical Sutures and Dressings,COGS,4670.32
2024-03,5095,Lab Shipping and Handling,COGS,7005.48
2024-03,6000,Dentist Payroll,Operating Expense,103980.81
2024-03,6005,Dentist Payroll Taxes,Operating Expense,8665.07
2024-03,6010,Hygienist Payroll,Operating Expense,73653.07
2024-03,6015,Hygienist Payroll Taxes,Operating Expense,6065.55
2024-03,6020,Dental Assistant Payroll,Operating Expense,64988.01
2024-03,6025,Dental Assistant Payroll Taxes,Operating Expense,5199.04
2024-03,6030,Front Desk Payroll,Operating Expense,38992.8
2024-03,6035,Front Desk Payroll Taxes,Operating Expense,3032.77
2024-03,6040,Practice Manager Payroll,Operating Expense,20796.16
2024-03,6045,Practice Manager Payroll Taxes,Operating Expense,1733.01
2024-03,6050,Employee Benefits - Health,Operating Expense,19063.15
2024-03,6055,Employee Benefits - Retirement,Operating Expense,6932.05
2024-03,6060,Rent - Main Clinic,Operating Expense,43325.34
2024-03,6065,Rent - Satellite Operatories,Operating Expense,8665.07
2024-03,6070,Common Area Maintenance,Operating Expense,7798.56
2024-03,6075,Property Insurance,Operating Expense,3466.03
2024-03,6080,Utilities - Electric and Gas,Operating Expense,4332.53
2024-03,6085,Utilities - Water and Waste,Operating Expense,1733.01
2024-03,6090,Telephone and Internet,Operating Expense,1733.01
2024-03,6095,Software Subscriptions - PMS,Operating Expense,4332.53
2024-03,6100,Software Subscriptions - Imaging,Operating Expense,2599.52
2024-03,6105,IT Support and Cybersecurity,Operating Expense,3466.03
2024-03,6110,Marketing - Digital Ads,Operating Expense,8665.07
2024-03,6115,Marketing - Community Outreach,Operating Expense,2599.52
2024-03,6120,Professional Fees - Legal,Operating Expense,1733.01
2024-03,6125,Professional Fees - Accounting,Operating Expense,2166.27
2024-03,6130,Bank Charges and ACH Fees,Operating Expense,1126.46
2024-03,6135,Office Supplies,Operating Expense,1126.46
2024-03,6140,Repairs and Maintenance - Equipment,Operating Expense,3466.03
2024-03,6145,Repairs and Maintenance - Facility,Operating Expense,3032.77
2024-03,6150,Travel and Training,Operating Expense,1559.71
2024-03,6155,Licenses and Continuing Education,Operating Expense,2166.27
2024-03,6160,Insurance - Malpractice,Operating Expense,3032.77
2024-03,6165,Insurance - General Liability,Operating Expense,1299.76
2024-03,6170,Janitorial Services,Operating Expense,1559.71
2024-03,6175,Waste Disposal - Biohazard,Operating Expense,1299.76
2024-03,6180,Dues and Subscriptions,Operating Expense,866.51
2024-03,6185,Patient Financing Fees,Operating Expense,2166.27
2024-03,6190,Bad Debt Expense,Operating Expense,4332.53
2024-03,6195,Depreciation Expense,Operating Expense,13864.11
2024-03,6200,Amortization Expense,Operating Expense,1299.76
2024-03,6205,Interest Expense,Operating Expense,3032.77
2024-03,6210,State Franchise and Local Taxes,Operating Expense,61521.19
2024-03,6215,Recruiting Expense,Operating Expense,1213.11
2024-03,6220,Postage and Courier,Operating Expense,693.21
2024-03,6225,Security Monitoring,Operating Expense,866.51
2024-03,6230,Clinical Consulting Fees,Operating Expense,1559.71
2024-03,6235,Temporary Staffing,Operating Expense,3899.28
2024-03,6240,Software Implementation Costs,Operating Expense,1039.81
2024-03,6245,Smallwares and Breakroom,Operating Expense,779.86
2024-04,1000,Operating Cash,Balance Sheet,423594.28
2024-04,1005,Payroll Cash,Balance Sheet,68957.21
2024-04,1100,Accounts Receivable - Insurance,Balance Sheet,28211.25
2024-04,1105,Accounts Receivable - Patient,Balance Sheet,13901.2
2024-04,1115,Allowance for Doubtful Accounts,Balance Sheet,-1226.58
2024-04,1200,Inventory - Clinical Supplies,Balance Sheet,36811.7
2024-04,1210,Prepaid Insurance,Balance Sheet,813.24
2024-04,1215,Prepaid Rent,Balance Sheet,750.68
2024-04,1300,Dental Equipment - Gross,Balance Sheet,1527582.01
2024-04,1310,Leasehold Improvements - Gross,Balance Sheet,936259.94
2024-04,1320,Accumulated Depreciation,Balance Sheet,-1054251.93
2024-04,1325,ROU Asset - Operating Leases,Balance Sheet,336800.0
2024-04,2000,Accounts Payable - Trade,Balance Sheet,-67595.89
2024-04,2005,Accounts Payable - Labs,Balance Sheet,-34822.13
2024-04,2010,Accrued Payroll and Taxes,Balance Sheet,-19506.28
2024-04,2025,Accrued Other Expenses,Balance Sheet,-18005.8
2024-04,2035,Patient Prepayments,Balance Sheet,-9256.05
2024-04,2040,Deferred Revenue - Membership Plan,Balance Sheet,-9339.41
2024-04,2055,Line of Credit,Balance Sheet,-158522.55
2024-04,2060,Long-term Debt,Balance Sheet,-613970.74
2024-04,3000,Common Stock,Balance Sheet,-100000.0
2024-04,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-04,3010,Retained Earnings,Balance Sheet,-1190506.25
2024-04,3015,Owner Distributions,Balance Sheet,23322.11
2024-04,3045,Current Year Earnings,Balance Sheet,425523.18
2024-04,4000,Hygiene Preventive Revenue,Revenue,-187713.6
2024-04,4005,Hygiene Periodontal Revenue,Revenue,-86637.05
2024-04,4010,Periodic Exams Revenue,Revenue,-57758.03
2024-04,4015,New Patient Exams Revenue,Revenue,-43318.52
2024-04,4020,Restorative Fillings Revenue,Revenue,-115516.06
2024-04,4025,Crown and Bridge Revenue,Revenue,-144395.08
2024-04,4030,Endodontic Revenue,Revenue,-86637.05
2024-04,4035,Oral Surgery Revenue,Revenue,-86637.05
2024-04,4040,Invisalign Revenue,Revenue,-115516.06
2024-04,4045,Whitening Revenue,Revenue,-28879.02
2024-04,4050,Pediatric Dentistry Revenue,Revenue,-43318.52
2024-04,4055,Implant Placement Revenue,Revenue,-101076.56
2024-04,4060,Implant Restoration Revenue,Revenue,-57758.03
2024-04,4065,Prosthodontic Revenue,Revenue,-43318.52
2024-04,4070,Emergency Visit Revenue,Revenue,-36098.77
2024-04,4075,Radiography and Diagnostics Revenue,Revenue,-36098.77
2024-04,4080,Night Guard and Appliance Revenue,Revenue,-14439.51
2024-04,4085,Other Clinical Revenue,Revenue,-14439.51
2024-04,4090,Insurance Reimbursements True-up,Revenue,-21659.26
2024-04,4091,Dental Membership Plan Revenue,Revenue,-17327.41
2024-04,4092,Sedation Adjunct Revenue,Revenue,-14439.51
2024-04,4093,Cancellation and Late Fee Revenue,Revenue,-7219.75
2024-04,4094,Capitation Revenue,Revenue,-14439.51
2024-04,4095,Contractual Adjustments and Write-offs,Revenue,-103627.23
2024-04,4096,Lab Cost Reimbursements,Revenue,-11551.61
2024-04,5000,Dental Consumable Supplies,COGS,38109.93
2024-04,5005,Sterilization Supplies,COGS,19054.97
2024-04,5010,Anesthesia and Sedation Drugs,COGS,12703.31
2024-04,5015,Implant Components,COGS,25406.62
2024-04,5020,Endodontic Materials,COGS,12703.31
2024-04,5025,Oral Surgery Supplies,COGS,12703.31
2024-04,5030,Orthodontic Aligner Lab Fees,COGS,25406.62
2024-04,5035,Crown and Bridge Lab Fees,COGS,38109.93
2024-04,5040,Denture and Prosthetic Lab Fees,COGS,19054.97
2024-04,5045,Whitening Material Costs,COGS,6351.66
2024-04,5050,PPE and Infection Control,COGS,15879.14
2024-04,5055,Clinical Laundry and Linen,COGS,6351.66
2024-04,5060,Merchant Processing - Patient Payments,COGS,12703.31
2024-04,5065,Small Clinical Instruments,COGS,9527.48
2024-04,5070,Disposable Chairside Kits,COGS,9527.48
2024-04,5075,Temporary Crown Materials,COGS,6351.66
2024-04,5080,Nitrous Oxide and Gas Supplies,COGS,6351.66
2024-04,5085,Intraoral Scanner Tips,COGS,6351.66
